age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
47,services,married,secondary,no,49,yes,no,cellular,18,may,250,4,-1,0,unknown,no
55,services,divorced,secondary,no,1735,no,no,unknown,20,jun,375,2,-1,0,unknown,no
39,admin,married,tertiary,no,259,yes,no,unknown,19,may,27,1,-1,0,unknown,no
72,retired,married,secondary,no,1129,no,no,cellular,25,nov,208,1,91,1,success,yes
38,services,married,secondary,no,43,yes,no,unknown,4,jun,213,1,-1,0,unknown,no
32,services,married,secondary,no,162,yes,no,unknown,14,may,297,2,-1,0,unknown,no
41,self-employed,married,tertiary,no,57,no,no,cellular,19,aug,61,5,-1,0,unknown,no
25,management,married,tertiary,no,127,yes,no,cellular,18,may,695,2,-1,0,unknown,no
34,management,single,tertiary,no,1310,no,yes,cellular,20,nov,90,3,-1,0,unknown,no
31,self-employed,married,secondary,yes,0,no,yes,unknown,3,jul,327,3,-1,0,unknown,no
52,blue-collar,single,primary,yes,-2,no,no,cellular,14,jul,349,2,-1,0,unknown,no
56,entrepreneur,divorced,tertiary,no,22946,no,no,unknown,17,jun,75,3,-1,0,unknown,no
64,retired,married,primary,no,1977,no,no,cellular,24,feb,160,2,-1,0,unknown,no
48,management,divorced,tertiary,no,-130,yes,no,cellular,29,sep,110,2,61,9,failure,no
31,blue-collar,single,secondary,no,1207,yes,no,cellular,17,apr,163,2,-1,0,unknown,no
46,technician,married,secondary,no,1028,yes,no,cellular,2,feb,96,2,208,1,failure,no
43,technician,married,secondary,no,0,no,no,cellular,19,aug,103,2,-1,0,unknown,no
35,admin,married,primary,no,-229,yes,no,cellular,5,may,176,1,-1,0,unknown,no
53,blue-collar,married,secondary,no,359,no,yes,unknown,8,may,238,8,-1,0,unknown,no
29,services,married,secondary,no,399,no,no,cellular,2,jun,210,1,-1,0,unknown,no
39,management,married,tertiary,no,28433,no,no,cellular,13,aug,247,2,-1,0,unknown,no
58,management,divorced,tertiary,no,26831,no,no,cellular,11,feb,56,18,-1,0,unknown,no
52,services,married,secondary,no,5,yes,yes,cellular,11,jul,94,2,-1,0,unknown,no
40,admin,single,secondary,no,664,no,no,cellular,19,nov,188,2,121,2,success,no
55,management,married,tertiary,no,740,no,no,cellular,25,aug,57,3,-1,0,unknown,no
29,services,single,secondary,no,695,no,no,unknown,3,jul,97,1,-1,0,unknown,no
28,technician,married,secondary,no,679,no,yes,cellular,3,feb,406,3,-1,0,unknown,no
32,technician,single,tertiary,no,1059,yes,no,cellular,17,apr,115,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,2239,no,no,unknown,17,jun,133,2,-1,0,unknown,no
45,admin,married,secondary,no,129,yes,no,cellular,2,mar,145,1,-1,0,unknown,no
53,technician,married,secondary,no,6671,yes,yes,cellular,30,jul,72,9,-1,0,unknown,no
59,housemaid,single,secondary,no,26172,no,no,cellular,18,nov,54,2,-1,0,unknown,no
37,admin,single,secondary,no,862,no,no,cellular,20,nov,85,1,122,2,failure,no
34,technician,single,secondary,no,258,no,no,cellular,2,feb,103,1,-1,0,unknown,no
35,blue-collar,single,secondary,no,343,yes,no,cellular,6,may,151,2,-1,0,unknown,no
29,technician,single,secondary,no,32,yes,yes,cellular,17,apr,514,1,-1,0,unknown,no
35,unemployed,married,secondary,no,547,yes,no,cellular,6,feb,527,2,-1,0,unknown,no
32,admin,married,secondary,no,0,yes,no,cellular,21,jul,229,1,-1,0,unknown,no
27,services,married,secondary,no,472,yes,no,cellular,20,apr,144,4,-1,0,unknown,no
60,retired,divorced,secondary,no,4974,yes,no,cellular,15,may,80,4,-1,0,unknown,no
35,management,married,tertiary,no,656,yes,yes,cellular,21,nov,83,4,-1,0,unknown,no
38,entrepreneur,married,secondary,no,593,yes,yes,cellular,24,jul,1484,24,-1,0,unknown,yes
31,services,single,secondary,no,603,yes,yes,cellular,17,apr,185,2,319,2,failure,no
51,admin,married,tertiary,no,4655,no,no,unknown,20,jun,44,4,-1,0,unknown,no
33,management,married,tertiary,no,148,no,no,unknown,20,may,717,1,-1,0,unknown,no
41,technician,single,secondary,no,2300,no,no,cellular,8,aug,160,6,-1,0,unknown,no
39,blue-collar,married,secondary,no,0,yes,yes,unknown,20,may,40,1,-1,0,unknown,no
49,management,married,tertiary,no,176,yes,yes,cellular,14,jul,102,2,-1,0,unknown,no
35,management,married,tertiary,no,482,no,no,unknown,6,jun,129,2,-1,0,unknown,no
46,unemployed,married,secondary,no,594,no,no,cellular,4,feb,197,2,-1,0,unknown,no
35,management,single,tertiary,no,252,yes,no,cellular,8,aug,89,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,1055,yes,no,cellular,4,feb,62,1,-1,0,unknown,no
35,technician,married,secondary,no,5553,yes,no,cellular,6,apr,371,3,136,7,failure,no
30,admin,single,secondary,no,28,no,no,unknown,20,aug,107,1,-1,0,unknown,no
34,admin,single,secondary,no,598,yes,no,cellular,17,apr,365,1,324,1,failure,no
48,admin,divorced,secondary,no,4,yes,no,cellular,20,apr,7,5,318,10,other,no
71,retired,married,secondary,no,91,no,no,telephone,9,dec,87,6,-1,0,unknown,no
44,services,single,secondary,no,1378,yes,no,unknown,8,may,257,2,-1,0,unknown,no
30,blue-collar,married,primary,no,9194,yes,no,unknown,23,may,178,2,-1,0,unknown,no
35,blue-collar,married,primary,no,0,no,yes,cellular,2,feb,154,2,-1,0,unknown,no
41,technician,married,secondary,no,-274,yes,no,unknown,27,may,182,3,-1,0,unknown,no
45,blue-collar,married,secondary,no,2071,no,yes,telephone,22,jul,1148,2,-1,0,unknown,no
30,student,single,secondary,no,4,no,no,cellular,4,feb,443,2,-1,0,unknown,no
25,management,single,tertiary,no,2305,no,no,cellular,12,aug,222,2,104,2,failure,no
57,blue-collar,married,secondary,no,14093,no,no,cellular,11,aug,231,5,-1,0,unknown,no
40,blue-collar,married,secondary,no,95,no,yes,unknown,20,jun,61,4,-1,0,unknown,no
45,blue-collar,married,primary,no,1145,no,no,telephone,10,jul,156,7,-1,0,unknown,no
41,unemployed,married,secondary,no,0,yes,yes,cellular,5,may,400,1,-1,0,unknown,yes
51,technician,single,secondary,no,17092,no,no,cellular,17,nov,35,1,-1,0,unknown,no
48,technician,married,secondary,no,1548,no,no,cellular,28,aug,143,5,-1,0,unknown,no
30,management,single,tertiary,no,894,no,no,cellular,12,aug,312,6,-1,0,unknown,no
26,services,married,secondary,no,44,yes,yes,cellular,4,feb,193,2,237,20,other,no
53,services,single,secondary,no,1162,yes,no,cellular,18,may,185,1,178,1,failure,no
37,entrepreneur,married,secondary,no,-170,yes,no,unknown,28,may,39,1,-1,0,unknown,no
38,technician,single,secondary,no,613,yes,yes,cellular,6,may,285,2,254,14,other,no
36,technician,married,secondary,no,412,yes,yes,unknown,20,may,127,1,-1,0,unknown,no
59,admin,married,secondary,no,-396,yes,no,unknown,26,may,204,1,-1,0,unknown,no
30,blue-collar,single,secondary,no,3,yes,no,cellular,25,jul,51,1,-1,0,unknown,no
35,technician,single,tertiary,no,914,no,no,unknown,3,jun,166,1,-1,0,unknown,no
37,admin,single,tertiary,no,2505,no,no,cellular,7,aug,420,3,-1,0,unknown,no
60,retired,married,secondary,no,5789,yes,no,cellular,12,may,50,5,-1,0,unknown,no
44,admin,married,secondary,no,72,yes,yes,unknown,28,may,821,2,-1,0,unknown,no
35,management,single,secondary,no,329,no,no,cellular,23,jul,375,8,-1,0,unknown,no
60,retired,divorced,secondary,no,1718,yes,no,unknown,26,may,146,6,-1,0,unknown,no
26,management,single,tertiary,no,531,no,yes,unknown,27,may,57,1,-1,0,unknown,no
36,technician,single,secondary,no,9149,yes,no,cellular,13,aug,141,3,-1,0,unknown,no
53,self-employed,married,tertiary,no,235,no,no,unknown,18,jun,112,3,-1,0,unknown,no
36,blue-collar,married,secondary,no,537,no,yes,cellular,7,jul,206,6,-1,0,unknown,no
58,retired,divorced,primary,no,1194,yes,no,cellular,22,may,807,1,310,1,other,no
55,technician,married,tertiary,no,169,no,yes,cellular,5,aug,618,2,-1,0,unknown,yes
55,technician,married,secondary,no,477,no,no,cellular,8,jul,138,1,-1,0,unknown,no
32,management,married,tertiary,no,2667,yes,no,cellular,4,mar,251,1,181,4,failure,yes
49,self-employed,married,secondary,no,2576,yes,no,cellular,15,may,64,6,-1,0,unknown,no
39,blue-collar,married,primary,no,481,yes,no,unknown,29,may,376,1,-1,0,unknown,no
42,management,married,primary,no,-679,yes,yes,cellular,6,may,159,1,343,2,failure,no
27,blue-collar,married,secondary,no,379,yes,yes,unknown,6,jun,252,4,-1,0,unknown,no
35,technician,single,secondary,no,5731,yes,no,cellular,4,may,164,2,167,4,other,no
42,blue-collar,married,secondary,no,5639,yes,no,cellular,17,jul,430,2,-1,0,unknown,no
28,blue-collar,single,secondary,no,4054,yes,no,cellular,11,may,133,2,-1,0,unknown,no
71,retired,married,primary,no,2171,no,no,cellular,10,mar,625,4,-1,0,unknown,no
39,blue-collar,married,primary,no,830,yes,no,unknown,8,may,246,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,277,no,yes,unknown,3,jul,225,2,-1,0,unknown,no
25,management,single,tertiary,no,528,no,no,cellular,14,aug,201,1,-1,0,unknown,yes
51,blue-collar,married,primary,no,173,yes,no,unknown,5,may,529,2,-1,0,unknown,no
38,admin,divorced,secondary,no,478,no,no,cellular,29,jan,73,1,-1,0,unknown,no
30,blue-collar,single,primary,no,413,yes,no,cellular,15,may,148,1,345,4,other,no
37,technician,married,secondary,no,123,yes,yes,unknown,6,may,530,2,-1,0,unknown,no
35,blue-collar,married,secondary,no,1160,no,yes,telephone,19,nov,62,1,-1,0,unknown,no
38,technician,married,secondary,no,59,yes,no,unknown,19,may,18,1,-1,0,unknown,no
31,management,married,tertiary,no,392,no,no,cellular,26,aug,119,3,-1,0,unknown,no
57,retired,married,secondary,no,1230,no,no,cellular,22,feb,200,1,-1,0,unknown,no
29,management,single,tertiary,no,-158,yes,no,unknown,28,may,399,1,-1,0,unknown,no
48,services,divorced,secondary,no,3186,no,yes,cellular,9,apr,104,1,-1,0,unknown,no
27,admin,married,secondary,no,3415,no,no,cellular,9,oct,266,3,184,1,success,yes
51,admin,married,secondary,no,1699,no,no,unknown,5,jun,153,2,-1,0,unknown,no
40,admin,married,secondary,no,540,yes,no,cellular,10,jul,217,1,-1,0,unknown,no
51,technician,married,secondary,no,13089,no,no,unknown,11,jun,247,1,-1,0,unknown,no
47,blue-collar,married,primary,no,-127,yes,no,unknown,3,jun,170,3,-1,0,unknown,no
32,admin,single,secondary,no,289,no,no,unknown,15,may,255,12,-1,0,unknown,no
37,admin,divorced,secondary,no,-165,yes,no,unknown,3,jun,48,2,-1,0,unknown,no
32,technician,single,secondary,no,2341,yes,no,cellular,18,jul,243,1,-1,0,unknown,no
38,housemaid,married,primary,no,21,no,no,cellular,26,aug,634,2,-1,0,unknown,no
28,management,single,tertiary,no,1530,no,no,cellular,5,aug,98,3,-1,0,unknown,no
31,admin,single,secondary,no,507,yes,no,cellular,13,may,65,2,299,3,other,no
53,housemaid,divorced,secondary,no,292,no,no,unknown,12,jun,92,2,-1,0,unknown,no
65,unemployed,divorced,secondary,no,588,no,no,cellular,10,sep,110,4,186,1,success,no
34,self-employed,single,tertiary,no,90,no,no,cellular,2,jun,84,1,-1,0,unknown,no
38,blue-collar,single,secondary,no,3344,yes,no,cellular,13,may,143,1,352,5,failure,no
35,technician,single,secondary,no,14,no,no,cellular,11,aug,113,2,-1,0,unknown,no
52,management,married,tertiary,no,0,yes,no,cellular,17,nov,164,2,-1,0,unknown,no
32,technician,single,secondary,no,-122,yes,yes,cellular,31,jul,55,17,-1,0,unknown,no
30,management,married,tertiary,no,1288,no,no,unknown,7,jun,6,1,-1,0,unknown,no
34,management,married,tertiary,no,2892,yes,yes,cellular,30,jul,1165,7,-1,0,unknown,no
31,admin,single,secondary,no,50,no,no,cellular,29,jan,395,1,-1,0,unknown,no
39,services,divorced,secondary,no,1062,yes,no,unknown,20,jun,10,4,-1,0,unknown,no
31,self-employed,single,tertiary,no,2589,no,no,cellular,21,nov,614,1,-1,0,unknown,yes
24,technician,single,tertiary,no,1954,yes,yes,unknown,27,may,78,1,-1,0,unknown,no
41,admin,divorced,secondary,no,6046,yes,yes,telephone,15,mar,300,6,182,2,success,yes
34,admin,married,tertiary,no,142,yes,no,cellular,13,may,459,1,-1,0,unknown,yes
56,admin,married,secondary,no,382,no,no,cellular,20,apr,275,1,-1,0,unknown,no
38,blue-collar,divorced,secondary,no,0,yes,no,cellular,11,may,580,1,173,1,failure,no
27,blue-collar,single,primary,no,553,yes,no,unknown,20,jun,157,3,-1,0,unknown,no
53,self-employed,divorced,tertiary,no,8,no,no,cellular,28,jan,201,3,-1,0,unknown,no
39,technician,married,secondary,no,1427,yes,no,unknown,28,may,454,1,-1,0,unknown,no
42,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,-1,0,unknown,yes
27,blue-collar,married,secondary,no,1028,yes,yes,cellular,14,may,580,1,329,1,failure,no
31,management,single,secondary,no,1310,yes,no,cellular,18,may,12,2,-1,0,unknown,no
30,services,married,secondary,no,227,no,yes,unknown,3,jun,23,1,-1,0,unknown,no
31,technician,divorced,secondary,no,0,no,no,cellular,29,jan,138,2,164,4,other,no
51,blue-collar,divorced,secondary,no,1524,yes,no,cellular,18,nov,112,2,-1,0,unknown,no
31,blue-collar,married,secondary,no,1005,no,no,cellular,4,feb,429,2,-1,0,unknown,no
36,admin,single,secondary,no,2556,yes,no,cellular,13,apr,342,1,-1,0,unknown,no
29,student,single,secondary,no,78,no,no,cellular,30,apr,239,1,-1,0,unknown,yes
29,admin,single,secondary,no,356,yes,no,unknown,9,may,106,1,-1,0,unknown,no
45,admin,married,secondary,no,149,yes,no,unknown,23,may,893,3,-1,0,unknown,yes
42,blue-collar,married,primary,no,321,yes,no,unknown,14,may,147,3,-1,0,unknown,no
25,services,married,secondary,no,50,yes,no,unknown,5,may,342,1,-1,0,unknown,no
38,management,married,tertiary,no,216,yes,no,unknown,21,may,1307,1,-1,0,unknown,no
35,blue-collar,married,primary,no,3468,yes,no,unknown,21,may,72,3,-1,0,unknown,no
39,admin,divorced,secondary,no,-328,no,yes,cellular,31,jul,16,27,-1,0,unknown,no
34,admin,divorced,secondary,no,-251,no,no,cellular,18,jul,641,1,-1,0,unknown,yes
38,technician,single,tertiary,no,2350,no,no,cellular,30,jul,101,2,-1,0,unknown,no
39,services,single,secondary,no,126,yes,no,unknown,9,may,211,2,-1,0,unknown,no
37,technician,divorced,secondary,no,4965,no,no,cellular,6,aug,222,2,-1,0,unknown,no
30,blue-collar,married,primary,no,1101,yes,yes,cellular,19,nov,779,2,175,1,failure,no
57,management,married,tertiary,no,388,no,yes,unknown,15,may,262,4,-1,0,unknown,no
51,management,married,tertiary,no,2125,no,yes,cellular,7,aug,20,2,-1,0,unknown,no
59,management,married,tertiary,no,138,yes,yes,cellular,16,nov,162,2,187,5,failure,no
36,management,married,tertiary,no,369,no,no,cellular,18,nov,193,4,102,2,failure,no
41,management,married,tertiary,no,725,no,no,cellular,26,aug,460,10,-1,0,unknown,no
75,retired,married,secondary,no,468,no,no,telephone,24,jun,316,1,-1,0,unknown,no
34,blue-collar,divorced,primary,no,390,yes,no,cellular,15,may,372,2,371,2,success,no
48,management,married,tertiary,no,0,yes,no,cellular,4,may,85,1,61,5,failure,no
44,self-employed,married,tertiary,no,8402,yes,no,cellular,18,aug,515,5,-1,0,unknown,no
56,management,married,tertiary,no,779,yes,no,unknown,5,may,164,1,-1,0,unknown,no
38,admin,single,secondary,no,0,no,no,cellular,8,jul,452,3,-1,0,unknown,no
49,services,divorced,secondary,no,725,no,no,unknown,11,jun,275,2,-1,0,unknown,no
40,blue-collar,married,primary,no,887,yes,no,cellular,16,apr,54,1,-1,0,unknown,no
31,unemployed,married,tertiary,no,232,yes,no,cellular,13,may,53,3,-1,0,unknown,no
47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no
33,technician,divorced,secondary,no,558,yes,no,cellular,21,nov,258,2,93,3,failure,no
37,services,married,secondary,no,981,no,no,cellular,7,jul,682,2,386,1,success,yes
25,blue-collar,single,secondary,no,207,yes,no,unknown,28,may,680,1,-1,0,unknown,no
43,blue-collar,single,primary,no,0,no,no,cellular,9,jul,1242,1,-1,0,unknown,yes
55,management,divorced,tertiary,no,481,yes,no,telephone,8,may,147,2,298,3,failure,no
34,blue-collar,married,secondary,no,205,yes,yes,cellular,7,jul,309,1,-1,0,unknown,no
41,unemployed,married,tertiary,no,0,no,no,cellular,30,oct,373,3,-1,0,unknown,yes
31,technician,married,tertiary,no,162,yes,no,cellular,24,jul,141,11,-1,0,unknown,no
53,technician,divorced,secondary,no,522,yes,no,unknown,14,may,230,1,-1,0,unknown,no
46,technician,divorced,tertiary,no,477,yes,no,unknown,6,may,114,1,-1,0,unknown,no
44,technician,married,primary,no,4389,no,no,cellular,29,jul,33,1,-1,0,unknown,no
38,admin,divorced,secondary,no,3750,yes,no,unknown,20,may,119,1,-1,0,unknown,no
53,retired,married,primary,no,3975,no,no,unknown,20,jun,23,2,-1,0,unknown,no
43,services,married,secondary,no,94,yes,yes,telephone,5,nov,68,1,-1,0,unknown,no
30,services,single,tertiary,no,717,yes,yes,cellular,15,may,116,1,-1,0,unknown,no
45,housemaid,married,primary,no,7353,no,no,cellular,13,aug,536,2,-1,0,unknown,no
60,admin,married,primary,no,-444,no,yes,cellular,16,jul,227,1,-1,0,unknown,no
45,management,married,tertiary,no,6945,no,no,cellular,5,aug,131,5,356,3,failure,no
24,student,single,secondary,no,8165,no,no,cellular,15,sep,216,1,-1,0,unknown,yes
51,admin,married,secondary,no,423,yes,yes,cellular,16,jul,84,5,183,2,failure,no
40,unemployed,married,primary,no,1908,yes,no,cellular,5,feb,1661,2,-1,0,unknown,yes
34,management,married,tertiary,no,4170,yes,no,unknown,21,may,935,1,-1,0,unknown,no
35,management,divorced,tertiary,no,500,yes,no,cellular,5,feb,177,1,252,1,failure,no
55,management,married,tertiary,no,563,yes,no,cellular,19,nov,164,1,-1,0,unknown,no
51,admin,married,primary,no,576,yes,no,cellular,23,jul,434,1,-1,0,unknown,no
48,services,single,primary,no,848,yes,no,unknown,15,may,98,1,-1,0,unknown,no
58,technician,married,secondary,no,178,no,no,cellular,28,jan,109,1,-1,0,unknown,no
26,services,single,secondary,no,128,yes,yes,unknown,4,jun,264,2,-1,0,unknown,no
32,blue-collar,divorced,secondary,no,0,no,no,telephone,9,jul,49,1,-1,0,unknown,no
34,admin,married,secondary,no,48,yes,no,cellular,7,may,1806,2,287,3,other,yes
31,services,single,secondary,no,2963,yes,no,unknown,12,may,124,1,-1,0,unknown,no
60,management,married,tertiary,no,1573,no,no,telephone,7,jul,79,15,-1,0,unknown,no
53,blue-collar,married,secondary,no,380,yes,yes,cellular,6,may,42,1,302,1,failure,no
26,student,single,secondary,no,0,no,no,cellular,17,aug,237,1,82,2,failure,no
35,unemployed,married,primary,no,3285,no,no,cellular,21,nov,1555,2,-1,0,unknown,yes
36,unemployed,married,primary,no,646,no,no,cellular,5,feb,148,2,-1,0,unknown,no
30,blue-collar,divorced,secondary,no,251,yes,yes,unknown,7,may,120,2,-1,0,unknown,no
37,blue-collar,married,secondary,no,2066,yes,yes,cellular,31,jul,34,5,-1,0,unknown,no
61,retired,married,secondary,no,5207,no,no,cellular,11,sep,336,1,81,2,other,no
37,technician,single,tertiary,no,6101,no,no,cellular,4,may,60,5,87,1,success,no
52,retired,single,secondary,no,316,no,no,cellular,12,may,463,3,-1,0,unknown,no
32,management,single,tertiary,no,1134,no,no,cellular,28,aug,85,4,-1,0,unknown,no
31,technician,single,tertiary,no,948,yes,no,unknown,8,may,91,2,-1,0,unknown,no
34,blue-collar,single,secondary,no,186,no,no,cellular,2,feb,342,1,-1,0,unknown,no
53,management,divorced,tertiary,no,2894,yes,no,cellular,5,may,163,1,-1,0,unknown,no
33,services,married,secondary,yes,2,no,no,cellular,6,may,136,5,-1,0,unknown,no
33,self-employed,married,secondary,no,0,yes,no,cellular,31,jul,14,23,-1,0,unknown,no
35,technician,single,secondary,no,705,yes,yes,cellular,15,may,177,1,361,3,failure,no
58,blue-collar,married,primary,no,5279,yes,no,unknown,17,jun,93,6,-1,0,unknown,no
50,blue-collar,single,primary,no,1558,yes,no,cellular,3,feb,294,1,265,1,other,no
39,blue-collar,married,primary,no,476,yes,no,cellular,12,may,212,1,349,4,failure,no
41,technician,married,secondary,no,288,yes,no,unknown,15,may,221,4,-1,0,unknown,no
32,technician,married,secondary,no,3333,no,no,cellular,8,aug,50,4,-1,0,unknown,no
41,blue-collar,married,secondary,yes,-750,yes,yes,cellular,21,jul,251,3,-1,0,unknown,no
31,admin,married,secondary,no,54,yes,no,cellular,21,nov,226,1,-1,0,unknown,no
27,unemployed,married,secondary,no,293,yes,no,unknown,26,may,70,3,-1,0,unknown,no
54,services,divorced,secondary,no,2398,yes,no,cellular,17,nov,73,1,-1,0,unknown,no
39,management,married,tertiary,no,141,yes,no,cellular,13,may,788,2,331,6,other,no
52,services,married,secondary,no,10021,no,no,cellular,20,nov,174,1,-1,0,unknown,no
32,management,single,tertiary,no,566,no,no,cellular,30,apr,114,2,-1,0,unknown,no
30,services,married,secondary,no,208,no,no,cellular,9,sep,324,1,-1,0,unknown,no
27,student,single,secondary,no,1411,no,no,cellular,2,feb,92,1,-1,0,unknown,no
44,entrepreneur,married,primary,no,1434,yes,no,cellular,18,may,284,3,-1,0,unknown,no
23,services,single,secondary,no,425,yes,no,unknown,3,jun,768,1,-1,0,unknown,yes
49,admin,married,secondary,no,1096,yes,no,cellular,17,apr,609,1,303,5,failure,no
30,management,married,tertiary,no,549,no,no,cellular,28,aug,59,8,-1,0,unknown,no
36,admin,single,tertiary,no,2317,yes,no,cellular,19,nov,56,2,-1,0,unknown,no
33,services,married,secondary,no,2975,yes,no,cellular,20,nov,207,1,-1,0,unknown,no
22,student,single,secondary,no,310,yes,no,cellular,6,may,903,2,355,1,other,no
31,self-employed,single,secondary,no,532,yes,no,unknown,16,may,90,7,-1,0,unknown,no
35,self-employed,married,tertiary,no,506,no,no,cellular,27,apr,144,1,-1,0,unknown,no
56,management,single,secondary,no,237,yes,no,telephone,17,nov,117,3,131,4,failure,no
39,management,divorced,tertiary,no,9541,no,no,unknown,15,may,815,1,-1,0,unknown,no
31,technician,single,secondary,no,279,no,no,cellular,12,aug,213,2,-1,0,unknown,no
55,management,married,tertiary,no,161,no,no,cellular,11,aug,226,2,-1,0,unknown,no
40,technician,single,secondary,no,2244,no,yes,cellular,20,aug,58,2,-1,0,unknown,no
27,self-employed,single,tertiary,no,147,no,no,cellular,22,jun,111,5,-1,0,unknown,no
38,student,married,secondary,no,134,no,no,cellular,27,aug,91,8,-1,0,unknown,no
31,admin,divorced,tertiary,no,146,yes,no,unknown,16,may,297,1,-1,0,unknown,no
28,blue-collar,single,secondary,no,1065,yes,yes,cellular,17,apr,406,1,317,1,failure,no
42,admin,married,secondary,no,101,yes,no,unknown,6,may,32,3,-1,0,unknown,no
26,blue-collar,single,secondary,no,592,yes,yes,unknown,27,may,174,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,333,1,-1,0,unknown,yes
33,technician,single,secondary,no,296,yes,no,unknown,21,may,226,1,-1,0,unknown,no
27,blue-collar,single,secondary,no,3792,no,no,cellular,22,oct,504,1,183,2,success,yes
30,blue-collar,single,secondary,no,16,yes,no,unknown,19,may,127,5,-1,0,unknown,no
28,student,single,secondary,no,217,yes,no,cellular,15,may,238,2,372,1,failure,no
36,management,single,tertiary,no,1520,no,no,cellular,22,aug,101,2,-1,0,unknown,no
59,housemaid,married,primary,no,495,no,no,unknown,5,jun,150,2,-1,0,unknown,no
35,admin,divorced,secondary,no,627,yes,no,cellular,6,feb,298,6,275,2,failure,no
41,management,married,tertiary,no,251,no,yes,unknown,6,jun,85,3,-1,0,unknown,no
32,technician,single,secondary,no,337,yes,no,cellular,29,jan,213,2,261,1,other,no
38,management,married,tertiary,no,-239,yes,no,unknown,2,jun,221,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,4389,yes,no,cellular,30,apr,82,6,-1,0,unknown,no
49,technician,married,primary,no,1569,no,no,cellular,14,jan,470,1,196,1,other,no
34,housemaid,married,secondary,no,0,yes,no,unknown,30,oct,154,1,-1,0,unknown,yes
32,management,single,tertiary,no,3886,yes,yes,unknown,29,may,151,7,-1,0,unknown,no
44,management,married,tertiary,no,17,yes,no,unknown,6,may,352,2,-1,0,unknown,no
31,technician,married,secondary,no,585,yes,no,telephone,11,nov,133,1,-1,0,unknown,no
58,management,divorced,tertiary,no,577,no,no,unknown,15,may,1244,3,-1,0,unknown,no
43,management,married,tertiary,no,19,yes,no,unknown,30,may,126,2,-1,0,unknown,no
60,retired,married,tertiary,no,108,no,no,cellular,26,aug,624,1,-1,0,unknown,yes
42,unemployed,married,secondary,no,396,no,yes,unknown,20,jun,47,2,-1,0,unknown,no
32,services,single,secondary,no,6983,no,no,cellular,7,aug,255,1,-1,0,unknown,yes
38,technician,single,secondary,no,1255,yes,no,cellular,6,may,120,1,170,4,failure,no
39,management,single,tertiary,no,633,no,no,cellular,19,nov,105,2,133,3,failure,no
38,technician,married,secondary,no,318,no,no,cellular,5,aug,274,1,182,6,success,yes
36,entrepreneur,divorced,tertiary,no,3407,no,no,cellular,16,mar,392,4,-1,0,unknown,yes
34,blue-collar,married,secondary,no,-100,yes,no,unknown,13,may,109,9,-1,0,unknown,no
33,technician,married,secondary,no,-74,yes,no,cellular,25,jul,198,4,-1,0,unknown,no
47,blue-collar,married,primary,no,269,yes,no,cellular,30,jul,145,5,-1,0,unknown,no
49,services,married,secondary,no,199,yes,no,cellular,31,jul,28,25,-1,0,unknown,no
35,entrepreneur,married,tertiary,no,2723,yes,yes,cellular,8,aug,275,4,-1,0,unknown,no
53,blue-collar,single,primary,no,210,yes,no,cellular,15,may,984,1,368,1,failure,no
28,admin,married,secondary,no,1119,yes,no,cellular,12,may,74,1,-1,0,unknown,no
43,blue-collar,single,secondary,no,747,no,no,unknown,29,may,685,2,-1,0,unknown,no
34,admin,married,secondary,no,0,yes,no,telephone,10,jul,38,1,-1,0,unknown,no
39,blue-collar,married,primary,no,34,yes,no,unknown,27,may,114,1,-1,0,unknown,no
36,technician,married,tertiary,no,4139,no,no,unknown,11,jun,175,4,-1,0,unknown,no
68,retired,married,tertiary,no,2812,no,no,cellular,4,aug,651,1,1,7,success,yes
56,blue-collar,married,primary,no,0,no,no,unknown,27,jun,291,2,-1,0,unknown,no
33,admin,married,secondary,no,82,yes,no,cellular,25,jul,735,1,-1,0,unknown,yes
31,technician,single,secondary,no,40,no,no,cellular,7,aug,123,2,-1,0,unknown,no
35,management,married,tertiary,no,86,yes,no,cellular,19,aug,144,3,-1,0,unknown,no
39,blue-collar,single,primary,no,0,no,no,unknown,18,jun,375,2,-1,0,unknown,no
38,management,married,tertiary,no,-299,yes,no,cellular,30,jul,86,3,-1,0,unknown,no
34,blue-collar,married,secondary,no,-76,yes,no,unknown,27,may,170,1,-1,0,unknown,no
45,management,divorced,tertiary,no,6542,yes,no,cellular,13,aug,93,4,-1,0,unknown,no
54,retired,divorced,tertiary,no,294,yes,no,cellular,29,jan,89,1,-1,0,unknown,no
47,technician,divorced,tertiary,no,194,no,no,unknown,20,jun,368,2,-1,0,unknown,no
55,services,married,secondary,no,244,yes,no,cellular,8,may,171,1,-1,0,unknown,no
39,services,married,secondary,no,5549,yes,no,cellular,20,nov,157,1,-1,0,unknown,no
42,blue-collar,married,secondary,no,865,no,yes,unknown,5,jun,81,1,-1,0,unknown,no
